h;d;av;author;year;manuscript;experiment;d_type;jod_type;stim_type;att_type;vpnr;value;stim_id;Beding;unique_id;id
2;32;jod;Winkler;2009;2;3;total;total;image;high;12;18,00;4;NA;Winkler 2009 2 3 12;749
2;64;jod;Winkler;2009;2;3;total;total;image;high;12;29,00;5;NA;Winkler 2009 2 3 12;749
2;64;jod;Winkler;2009;2;3;total;total;image;high;12;16,00;6;NA;Winkler 2009 2 3 12;749
4;16;jod;Winkler;2009;2;3;total;total;image;high;12;30,00;7;NA;Winkler 2009 2 3 12;749
4;16;jod;Winkler;2009;2;3;total;total;image;high;12;19,00;8;NA;Winkler 2009 2 3 12;749
4;32;jod;Winkler;2009;2;3;total;total;image;high;12;28,00;9;NA;Winkler 2009 2 3 12;749
4;32;jod;Winkler;2009;2;3;total;total;image;high;12;24,00;10;NA;Winkler 2009 2 3 12;749
4;64;jod;Winkler;2009;2;3;total;total;image;high;12;32,00;11;NA;Winkler 2009 2 3 12;749
4;64;jod;Winkler;2009;2;3;total;total;image;high;12;25,00;12;NA;Winkler 2009 2 3 12;749
8;16;jod;Winkler;2009;2;3;total;total;image;high;12;25,00;13;NA;Winkler 2009 2 3 12;749
8;16;jod;Winkler;2009;2;3;total;total;image;high;12;30,00;14;NA;Winkler 2009 2 3 12;749
8;32;jod;Winkler;2009;2;3;total;total;image;high;12;29,00;15;NA;Winkler 2009 2 3 12;749
8;32;jod;Winkler;2009;2;3;total;total;image;high;12;26,00;16;NA;Winkler 2009 2 3 12;749
8;64;jod;Winkler;2009;2;3;total;total;image;high;12;32,00;17;NA;Winkler 2009 2 3 12;749
8;64;jod;Winkler;2009;2;3;total;total;image;high;12;29,00;18;NA;Winkler 2009 2 3 12;749
2;16;jof;Winkler;2009;2;3;total;total;image;high;13;2,00;1;NA;Winkler 2009 2 3 13;750
2;16;jof;Winkler;2009;2;3;total;total;image;high;13;3,00;2;NA;Winkler 2009 2 3 13;750
2;32;jof;Winkler;2009;2;3;total;total;image;high;13;2,00;3;NA;Winkler 2009 2 3 13;750
2;32;jof;Winkler;2009;2;3;total;total;image;high;13;6,00;4;NA;Winkler 2009 2 3 13;750
2;64;jof;Winkler;2009;2;3;total;total;image;high;13;2,00;5;NA;Winkler 2009 2 3 13;750
2;64;jof;Winkler;2009;2;3;total;total;image;high;13;6,00;6;NA;Winkler 2009 2 3 13;750
4;16;jof;Winkler;2009;2;3;total;total;image;high;13;3,00;7;NA;Winkler 2009 2 3 13;750
4;16;jof;Winkler;2009;2;3;total;total;image;high;13;5,00;8;NA;Winkler 2009 2 3 13;750
4;32;jof;Winkler;2009;2;3;total;total;image;high;13;6,00;9;NA;Winkler 2009 2 3 13;750
4;32;jof;Winkler;2009;2;3;total;total;image;high;13;5,00;10;NA;Winkler 2009 2 3 13;750
4;64;jof;Winkler;2009;2;3;total;total;image;high;13;4,00;11;NA;Winkler 2009 2 3 13;750
4;64;jof;Winkler;2009;2;3;total;total;image;high;13;8,00;12;NA;Winkler 2009 2 3 13;750
8;16;jof;Winkler;2009;2;3;total;total;image;high;13;8,00;13;NA;Winkler 2009 2 3 13;750
8;16;jof;Winkler;2009;2;3;total;total;image;high;13;7,00;14;NA;Winkler 2009 2 3 13;750
8;32;jof;Winkler;2009;2;3;total;total;image;high;13;6,00;15;NA;Winkler 2009 2 3 13;750
8;32;jof;Winkler;2009;2;3;total;total;image;high;13;7,00;16;NA;Winkler 2009 2 3 13;750
8;64;jof;Winkler;2009;2;3;total;total;image;high;13;8,00;17;NA;Winkler 2009 2 3 13;750
8;64;jof;Winkler;2009;2;3;total;total;image;high;13;4,00;18;NA;Winkler 2009 2 3 13;750
2;16;jod;Winkler;2009;2;3;total;total;image;high;13;16,00;1;NA;Winkler 2009 2 3 13;750
2;16;jod;Winkler;2009;2;3;total;total;image;high;13;20,00;2;NA;Winkler 2009 2 3 13;750
2;32;jod;Winkler;2009;2;3;total;total;image;high;13;16,00;3;NA;Winkler 2009 2 3 13;750
2;32;jod;Winkler;2009;2;3;total;total;image;high;13;30,00;4;NA;Winkler 2009 2 3 13;750
2;64;jod;Winkler;2009;2;3;total;total;image;high;13;16,00;5;NA;Winkler 2009 2 3 13;750
2;64;jod;Winkler;2009;2;3;total;total;image;high;13;28,00;6;NA;Winkler 2009 2 3 13;750
4;16;jod;Winkler;2009;2;3;total;total;image;high;13;18,00;7;NA;Winkler 2009 2 3 13;750
4;16;jod;Winkler;2009;2;3;total;total;image;high;13;25,00;8;NA;Winkler 2009 2 3 13;750
4;32;jod;Winkler;2009;2;3;total;total;image;high;13;24,00;9;NA;Winkler 2009 2 3 13;750
4;32;jod;Winkler;2009;2;3;total;total;image;high;13;25,00;10;NA;Winkler 2009 2 3 13;750
4;64;jod;Winkler;2009;2;3;total;total;image;high;13;25,00;11;NA;Winkler 2009 2 3 13;750
4;64;jod;Winkler;2009;2;3;total;total;image;high;13;30,00;12;NA;Winkler 2009 2 3 13;750
8;16;jod;Winkler;2009;2;3;total;total;image;high;13;25,00;13;NA;Winkler 2009 2 3 13;750
8;16;jod;Winkler;2009;2;3;total;total;image;high;13;28,00;14;NA;Winkler 2009 2 3 13;750
8;32;jod;Winkler;2009;2;3;total;total;image;high;13;27,00;15;NA;Winkler 2009 2 3 13;750
8;32;jod;Winkler;2009;2;3;total;total;image;high;13;30,00;16;NA;Winkler 2009 2 3 13;750
8;64;jod;Winkler;2009;2;3;total;total;image;high;13;32,00;17;NA;Winkler 2009 2 3 13;750
8;64;jod;Winkler;2009;2;3;total;total;image;high;13;21,00;18;NA;Winkler 2009 2 3 13;750
2;16;jof;Winkler;2009;2;3;total;total;word;low;14;7,00;1;NA;Winkler 2009 2 3 14;751
2;16;jof;Winkler;2009;2;3;total;total;word;low;14;4,00;2;NA;Winkler 2009 2 3 14;751
2;32;jof;Winkler;2009;2;3;total;total;word;low;14;2,00;3;NA;Winkler 2009 2 3 14;751
2;32;jof;Winkler;2009;2;3;total;total;word;low;14;2,00;4;NA;Winkler 2009 2 3 14;751
2;64;jof;Winkler;2009;2;3;total;total;word;low;14;2,00;5;NA;Winkler 2009 2 3 14;751
2;64;jof;Winkler;2009;2;3;total;total;word;low;14;3,00;6;NA;Winkler 2009 2 3 14;751
4;16;jof;Winkler;2009;2;3;total;total;word;low;14;6,00;7;NA;Winkler 2009 2 3 14;751
4;16;jof;Winkler;2009;2;3;total;total;word;low;14;4,00;8;NA;Winkler 2009 2 3 14;751
4;32;jof;Winkler;2009;2;3;total;total;word;low;14;4,00;9;NA;Winkler 2009 2 3 14;751
4;32;jof;Winkler;2009;2;3;total;total;word;low;14;2,00;10;NA;Winkler 2009 2 3 14;751
4;64;jof;Winkler;2009;2;3;total;total;word;low;14;6,00;11;NA;Winkler 2009 2 3 14;751
4;64;jof;Winkler;2009;2;3;total;total;word;low;14;5,00;12;NA;Winkler 2009 2 3 14;751
8;16;jof;Winkler;2009;2;3;total;total;word;low;14;7,00;13;NA;Winkler 2009 2 3 14;751
8;16;jof;Winkler;2009;2;3;total;total;word;low;14;8,00;14;NA;Winkler 2009 2 3 14;751
8;32;jof;Winkler;2009;2;3;total;total;word;low;14;8,00;15;NA;Winkler 2009 2 3 14;751
8;32;jof;Winkler;2009;2;3;total;total;word;low;14;8,00;16;NA;Winkler 2009 2 3 14;751
8;64;jof;Winkler;2009;2;3;total;total;word;low;14;7,00;17;NA;Winkler 2009 2 3 14;751
8;64;jof;Winkler;2009;2;3;total;total;word;low;14;7,00;18;NA;Winkler 2009 2 3 14;751
2;16;jod;Winkler;2009;2;3;total;total;word;low;14;29,00;1;NA;Winkler 2009 2 3 14;751
2;16;jod;Winkler;2009;2;3;total;total;word;low;14;30,00;2;NA;Winkler 2009 2 3 14;751
2;32;jod;Winkler;2009;2;3;total;total;word;low;14;20,00;3;NA;Winkler 2009 2 3 14;751
2;32;jod;Winkler;2009;2;3;total;total;word;low;14;26,00;4;NA;Winkler 2009 2 3 14;751
2;64;jod;Winkler;2009;2;3;total;total;word;low;14;16,00;5;NA;Winkler 2009 2 3 14;751
2;64;jod;Winkler;2009;2;3;total;total;word;low;14;16,00;6;NA;Winkler 2009 2 3 14;751
4;16;jod;Winkler;2009;2;3;total;total;word;low;14;29,00;7;NA;Winkler 2009 2 3 14;751
4;16;jod;Winkler;2009;2;3;total;total;word;low;14;20,00;8;NA;Winkler 2009 2 3 14;751
4;32;jod;Winkler;2009;2;3;total;total;word;low;14;29,00;9;NA;Winkler 2009 2 3 14;751
4;32;jod;Winkler;2009;2;3;total;total;word;low;14;25,00;10;NA;Winkler 2009 2 3 14;751
4;64;jod;Winkler;2009;2;3;total;total;word;low;14;32,00;11;NA;Winkler 2009 2 3 14;751
4;64;jod;Winkler;2009;2;3;total;total;word;low;14;28,00;12;NA;Winkler 2009 2 3 14;751
8;16;jod;Winkler;2009;2;3;total;total;word;low;14;28,00;13;NA;Winkler 2009 2 3 14;751
8;16;jod;Winkler;2009;2;3;total;total;word;low;14;32,00;14;NA;Winkler 2009 2 3 14;751
8;32;jod;Winkler;2009;2;3;total;total;word;low;14;32,00;15;NA;Winkler 2009 2 3 14;751
8;32;jod;Winkler;2009;2;3;total;total;word;low;14;32,00;16;NA;Winkler 2009 2 3 14;751
8;64;jod;Winkler;2009;2;3;total;total;word;low;14;30,00;17;NA;Winkler 2009 2 3 14;751
8;64;jod;Winkler;2009;2;3;total;total;word;low;14;28,00;18;NA;Winkler 2009 2 3 14;751
2;16;jof;Winkler;2009;2;3;total;total;word;high;15;7,00;1;NA;Winkler 2009 2 3 15;752
2;16;jof;Winkler;2009;2;3;total;total;word;high;15;2,00;2;NA;Winkler 2009 2 3 15;752
2;32;jof;Winkler;2009;2;3;total;total;word;high;15;3,00;3;NA;Winkler 2009 2 3 15;752
2;32;jof;Winkler;2009;2;3;total;total;word;high;15;3,00;4;NA;Winkler 2009 2 3 15;752
2;64;jof;Winkler;2009;2;3;total;total;word;high;15;6,00;5;NA;Winkler 2009 2 3 15;752
2;64;jof;Winkler;2009;2;3;total;total;word;high;15;5,00;6;NA;Winkler 2009 2 3 15;752
4;16;jof;Winkler;2009;2;3;total;total;word;high;15;4,00;7;NA;Winkler 2009 2 3 15;752
4;16;jof;Winkler;2009;2;3;total;total;word;high;15;5,00;8;NA;Winkler 2009 2 3 15;752
4;32;jof;Winkler;2009;2;3;total;total;word;high;15;6,00;9;NA;Winkler 2009 2 3 15;752
4;32;jof;Winkler;2009;2;3;total;total;word;high;15;2,00;10;NA;Winkler 2009 2 3 15;752
4;64;jof;Winkler;2009;2;3;total;total;word;high;15;5,00;11;NA;Winkler 2009 2 3 15;752
4;64;jof;Winkler;2009;2;3;total;total;word;high;15;3,00;12;NA;Winkler 2009 2 3 15;752
8;16;jof;Winkler;2009;2;3;total;total;word;high;15;4,00;13;NA;Winkler 2009 2 3 15;752
8;16;jof;Winkler;2009;2;3;total;total;word;high;15;5,00;14;NA;Winkler 2009 2 3 15;752
8;32;jof;Winkler;2009;2;3;total;total;word;high;15;5,00;15;NA;Winkler 2009 2 3 15;752
8;32;jof;Winkler;2009;2;3;total;total;word;high;15;5,00;16;NA;Winkler 2009 2 3 15;752
8;64;jof;Winkler;2009;2;3;total;total;word;high;15;6,00;17;NA;Winkler 2009 2 3 15;752
8;64;jof;Winkler;2009;2;3;total;total;word;high;15;4,00;18;NA;Winkler 2009 2 3 15;752
2;16;jod;Winkler;2009;2;3;total;total;word;high;15;32,00;1;NA;Winkler 2009 2 3 15;752
2;16;jod;Winkler;2009;2;3;total;total;word;high;15;16,00;2;NA;Winkler 2009 2 3 15;752
2;32;jod;Winkler;2009;2;3;total;total;word;high;15;22,00;3;NA;Winkler 2009 2 3 15;752
2;32;jod;Winkler;2009;2;3;total;total;word;high;15;26,00;4;NA;Winkler 2009 2 3 15;752
2;64;jod;Winkler;2009;2;3;total;total;word;high;15;30,00;5;NA;Winkler 2009 2 3 15;752
2;64;jod;Winkler;2009;2;3;total;total;word;high;15;22,00;6;NA;Winkler 2009 2 3 15;752
4;16;jod;Winkler;2009;2;3;total;total;word;high;15;28,00;7;NA;Winkler 2009 2 3 15;752
4;16;jod;Winkler;2009;2;3;total;total;word;high;15;24,00;8;NA;Winkler 2009 2 3 15;752
4;32;jod;Winkler;2009;2;3;total;total;word;high;15;28,00;9;NA;Winkler 2009 2 3 15;752
4;32;jod;Winkler;2009;2;3;total;total;word;high;15;18,00;10;NA;Winkler 2009 2 3 15;752
4;64;jod;Winkler;2009;2;3;total;total;word;high;15;30,00;11;NA;Winkler 2009 2 3 15;752
4;64;jod;Winkler;2009;2;3;total;total;word;high;15;25,00;12;NA;Winkler 2009 2 3 15;752
8;16;jod;Winkler;2009;2;3;total;total;word;high;15;22,00;13;NA;Winkler 2009 2 3 15;752
8;16;jod;Winkler;2009;2;3;total;total;word;high;15;18,00;14;NA;Winkler 2009 2 3 15;752
8;32;jod;Winkler;2009;2;3;total;total;word;high;15;28,00;15;NA;Winkler 2009 2 3 15;752
8;32;jod;Winkler;2009;2;3;total;total;word;high;15;18,00;16;NA;Winkler 2009 2 3 15;752
8;64;jod;Winkler;2009;2;3;total;total;word;high;15;30,00;17;NA;Winkler 2009 2 3 15;752
8;64;jod;Winkler;2009;2;3;total;total;word;high;15;24,00;18;NA;Winkler 2009 2 3 15;752
2;16;jof;Winkler;2009;2;3;total;total;image;high;16;3,00;1;NA;Winkler 2009 2 3 16;753
2;16;jof;Winkler;2009;2;3;total;total;image;high;16;2,00;2;NA;Winkler 2009 2 3 16;753
2;32;jof;Winkler;2009;2;3;total;total;image;high;16;3,00;3;NA;Winkler 2009 2 3 16;753
2;32;jof;Winkler;2009;2;3;total;total;image;high;16;2,00;4;NA;Winkler 2009 2 3 16;753
2;64;jof;Winkler;2009;2;3;total;total;image;high;16;2,00;5;NA;Winkler 2009 2 3 16;753
2;64;jof;Winkler;2009;2;3;total;total;image;high;16;3,00;6;NA;Winkler 2009 2 3 16;753
4;16;jof;Winkler;2009;2;3;total;total;image;high;16;4,00;7;NA;Winkler 2009 2 3 16;753
4;16;jof;Winkler;2009;2;3;total;total;image;high;16;7,00;8;NA;Winkler 2009 2 3 16;753
4;32;jof;Winkler;2009;2;3;total;total;image;high;16;3,00;9;NA;Winkler 2009 2 3 16;753
4;32;jof;Winkler;2009;2;3;total;total;image;high;16;7,00;10;NA;Winkler 2009 2 3 16;753
4;64;jof;Winkler;2009;2;3;total;total;image;high;16;4,00;11;NA;Winkler 2009 2 3 16;753
4;64;jof;Winkler;2009;2;3;total;total;image;high;16;4,00;12;NA;Winkler 2009 2 3 16;753
8;16;jof;Winkler;2009;2;3;total;total;image;high;16;5,00;13;NA;Winkler 2009 2 3 16;753
8;16;jof;Winkler;2009;2;3;total;total;image;high;16;8,00;14;NA;Winkler 2009 2 3 16;753
8;32;jof;Winkler;2009;2;3;total;total;image;high;16;6,00;15;NA;Winkler 2009 2 3 16;753
8;32;jof;Winkler;2009;2;3;total;total;image;high;16;8,00;16;NA;Winkler 2009 2 3 16;753
8;64;jof;Winkler;2009;2;3;total;total;image;high;16;8,00;17;NA;Winkler 2009 2 3 16;753
8;64;jof;Winkler;2009;2;3;total;total;image;high;16;6,00;18;NA;Winkler 2009 2 3 16;753
2;16;jod;Winkler;2009;2;3;total;total;image;high;16;16,00;1;NA;Winkler 2009 2 3 16;753
2;16;jod;Winkler;2009;2;3;total;total;image;high;16;16,00;2;NA;Winkler 2009 2 3 16;753
2;32;jod;Winkler;2009;2;3;total;total;image;high;16;16,00;3;NA;Winkler 2009 2 3 16;753
2;32;jod;Winkler;2009;2;3;total;total;image;high;16;16,00;4;NA;Winkler 2009 2 3 16;753
2;64;jod;Winkler;2009;2;3;total;total;image;high;16;16,00;5;NA;Winkler 2009 2 3 16;753
2;64;jod;Winkler;2009;2;3;total;total;image;high;16;16,00;6;NA;Winkler 2009 2 3 16;753
4;16;jod;Winkler;2009;2;3;total;total;image;high;16;16,00;7;NA;Winkler 2009 2 3 16;753
4;16;jod;Winkler;2009;2;3;total;total;image;high;16;30,00;8;NA;Winkler 2009 2 3 16;753
4;32;jod;Winkler;2009;2;3;total;total;image;high;16;16,00;9;NA;Winkler 2009 2 3 16;753
4;32;jod;Winkler;2009;2;3;total;total;image;high;16;30,00;10;NA;Winkler 2009 2 3 16;753
4;64;jod;Winkler;2009;2;3;total;total;image;high;16;25,00;11;NA;Winkler 2009 2 3 16;753
4;64;jod;Winkler;2009;2;3;total;total;image;high;16;25,00;12;NA;Winkler 2009 2 3 16;753
8;16;jod;Winkler;2009;2;3;total;total;image;high;16;20,00;13;NA;Winkler 2009 2 3 16;753
8;16;jod;Winkler;2009;2;3;total;total;image;high;16;32,00;14;NA;Winkler 2009 2 3 16;753
8;32;jod;Winkler;2009;2;3;total;total;image;high;16;26,00;15;NA;Winkler 2009 2 3 16;753
8;32;jod;Winkler;2009;2;3;total;total;image;high;16;32,00;16;NA;Winkler 2009 2 3 16;753
8;64;jod;Winkler;2009;2;3;total;total;image;high;16;32,00;17;NA;Winkler 2009 2 3 16;753
8;64;jod;Winkler;2009;2;3;total;total;image;high;16;30,00;18;NA;Winkler 2009 2 3 16;753
2;16;jof;Winkler;2009;2;3;total;total;word;low;17;4,00;1;NA;Winkler 2009 2 3 17;754
2;16;jof;Winkler;2009;2;3;total;total;word;low;17;5,00;2;NA;Winkler 2009 2 3 17;754
2;32;jof;Winkler;2009;2;3;total;total;word;low;17;4,00;3;NA;Winkler 2009 2 3 17;754
2;32;jof;Winkler;2009;2;3;total;total;word;low;17;2,00;4;NA;Winkler 2009 2 3 17;754
2;64;jof;Winkler;2009;2;3;total;total;word;low;17;6,00;5;NA;Winkler 2009 2 3 17;754
2;64;jof;Winkler;2009;2;3;total;total;word;low;17;4,00;6;NA;Winkler 2009 2 3 17;754
4;16;jof;Winkler;2009;2;3;total;total;word;low;17;6,00;7;NA;Winkler 2009 2 3 17;754
4;16;jof;Winkler;2009;2;3;total;total;word;low;17;4,00;8;NA;Winkler 2009 2 3 17;754
4;32;jof;Winkler;2009;2;3;total;total;word;low;17;8,00;9;NA;Winkler 2009 2 3 17;754
4;32;jof;Winkler;2009;2;3;total;total;word;low;17;8,00;10;NA;Winkler 2009 2 3 17;754
4;64;jof;Winkler;2009;2;3;total;total;word;low;17;8,00;11;NA;Winkler 2009 2 3 17;754
4;64;jof;Winkler;2009;2;3;total;total;word;low;17;3,00;12;NA;Winkler 2009 2 3 17;754
8;16;jof;Winkler;2009;2;3;total;total;word;low;17;8,00;13;NA;Winkler 2009 2 3 17;754
8;16;jof;Winkler;2009;2;3;total;total;word;low;17;6,00;14;NA;Winkler 2009 2 3 17;754
8;32;jof;Winkler;2009;2;3;total;total;word;low;17;8,00;15;NA;Winkler 2009 2 3 17;754
8;32;jof;Winkler;2009;2;3;total;total;word;low;17;5,00;16;NA;Winkler 2009 2 3 17;754
8;64;jof;Winkler;2009;2;3;total;total;word;low;17;6,00;17;NA;Winkler 2009 2 3 17;754
8;64;jof;Winkler;2009;2;3;total;total;word;low;17;8,00;18;NA;Winkler 2009 2 3 17;754
2;16;jod;Winkler;2009;2;3;total;total;word;low;17;30,00;1;NA;Winkler 2009 2 3 17;754
2;16;jod;Winkler;2009;2;3;total;total;word;low;17;20,00;2;NA;Winkler 2009 2 3 17;754
2;32;jod;Winkler;2009;2;3;total;total;word;low;17;30,00;3;NA;Winkler 2009 2 3 17;754
2;32;jod;Winkler;2009;2;3;total;total;word;low;17;20,00;4;NA;Winkler 2009 2 3 17;754
2;64;jod;Winkler;2009;2;3;total;total;word;low;17;20,00;5;NA;Winkler 2009 2 3 17;754
2;64;jod;Winkler;2009;2;3;total;total;word;low;17;30,00;6;NA;Winkler 2009 2 3 17;754
4;16;jod;Winkler;2009;2;3;total;total;word;low;17;25,00;7;NA;Winkler 2009 2 3 17;754
4;16;jod;Winkler;2009;2;3;total;total;word;low;17;20,00;8;NA;Winkler 2009 2 3 17;754
4;32;jod;Winkler;2009;2;3;total;total;word;low;17;32,00;9;NA;Winkler 2009 2 3 17;754
4;32;jod;Winkler;2009;2;3;total;total;word;low;17;32,00;10;NA;Winkler 2009 2 3 17;754
4;64;jod;Winkler;2009;2;3;total;total;word;low;17;32,00;11;NA;Winkler 2009 2 3 17;754
4;64;jod;Winkler;2009;2;3;total;total;word;low;17;30,00;12;NA;Winkler 2009 2 3 17;754
8;16;jod;Winkler;2009;2;3;total;total;word;low;17;32,00;13;NA;Winkler 2009 2 3 17;754
8;16;jod;Winkler;2009;2;3;total;total;word;low;17;20,00;14;NA;Winkler 2009 2 3 17;754
8;32;jod;Winkler;2009;2;3;total;total;word;low;17;32,00;15;NA;Winkler 2009 2 3 17;754
8;32;jod;Winkler;2009;2;3;total;total;word;low;17;32,00;16;NA;Winkler 2009 2 3 17;754
8;64;jod;Winkler;2009;2;3;total;total;word;low;17;30,00;17;NA;Winkler 2009 2 3 17;754
8;64;jod;Winkler;2009;2;3;total;total;word;low;17;20,00;18;NA;Winkler 2009 2 3 17;754
2;16;jof;Winkler;2009;2;3;total;total;word;low;18;2,00;1;NA;Winkler 2009 2 3 18;755
2;16;jof;Winkler;2009;2;3;total;total;word;low;18;3,00;2;NA;Winkler 2009 2 3 18;755
2;32;jof;Winkler;2009;2;3;total;total;word;low;18;6,00;3;NA;Winkler 2009 2 3 18;755
2;32;jof;Winkler;2009;2;3;total;total;word;low;18;2,00;4;NA;Winkler 2009 2 3 18;755
2;64;jof;Winkler;2009;2;3;total;total;word;low;18;5,00;5;NA;Winkler 2009 2 3 18;755
2;64;jof;Winkler;2009;2;3;total;total;word;low;18;3,00;6;NA;Winkler 2009 2 3 18;755
4;16;jof;Winkler;2009;2;3;total;total;word;low;18;3,00;7;NA;Winkler 2009 2 3 18;755
4;16;jof;Winkler;2009;2;3;total;total;word;low;18;4,00;8;NA;Winkler 2009 2 3 18;755
4;32;jof;Winkler;2009;2;3;total;total;word;low;18;7,00;9;NA;Winkler 2009 2 3 18;755
4;32;jof;Winkler;2009;2;3;total;total;word;low;18;2,00;10;NA;Winkler 2009 2 3 18;755
4;64;jof;Winkler;2009;2;3;total;total;word;low;18;5,00;11;NA;Winkler 2009 2 3 18;755
4;64;jof;Winkler;2009;2;3;total;total;word;low;18;8,00;12;NA;Winkler 2009 2 3 18;755
8;16;jof;Winkler;2009;2;3;total;total;word;low;18;8,00;13;NA;Winkler 2009 2 3 18;755
8;16;jof;Winkler;2009;2;3;total;total;word;low;18;8,00;14;NA;Winkler 2009 2 3 18;755
8;32;jof;Winkler;2009;2;3;total;total;word;low;18;7,00;15;NA;Winkler 2009 2 3 18;755
8;32;jof;Winkler;2009;2;3;total;total;word;low;18;8,00;16;NA;Winkler 2009 2 3 18;755
8;64;jof;Winkler;2009;2;3;total;total;word;low;18;8,00;17;NA;Winkler 2009 2 3 18;755
8;64;jof;Winkler;2009;2;3;total;total;word;low;18;6,00;18;NA;Winkler 2009 2 3 18;755
2;16;jod;Winkler;2009;2;3;total;total;word;low;18;18,00;1;NA;Winkler 2009 2 3 18;755
2;16;jod;Winkler;2009;2;3;total;total;word;low;18;18,00;2;NA;Winkler 2009 2 3 18;755
2;32;jod;Winkler;2009;2;3;total;total;word;low;18;25,00;3;NA;Winkler 2009 2 3 18;755
2;32;jod;Winkler;2009;2;3;total;total;word;low;18;25,00;4;NA;Winkler 2009 2 3 18;755
2;64;jod;Winkler;2009;2;3;total;total;word;low;18;25,00;5;NA;Winkler 2009 2 3 18;755
2;64;jod;Winkler;2009;2;3;total;total;word;low;18;32,00;6;NA;Winkler 2009 2 3 18;755
4;16;jod;Winkler;2009;2;3;total;total;word;low;18;20,00;7;NA;Winkler 2009 2 3 18;755
4;16;jod;Winkler;2009;2;3;total;total;word;low;18;27,00;8;NA;Winkler 2009 2 3 18;755
4;32;jod;Winkler;2009;2;3;total;total;word;low;18;28,00;9;NA;Winkler 2009 2 3 18;755
4;32;jod;Winkler;2009;2;3;total;total;word;low;18;16,00;10;NA;Winkler 2009 2 3 18;755
4;64;jod;Winkler;2009;2;3;total;total;word;low;18;32,00;11;NA;Winkler 2009 2 3 18;755
4;64;jod;Winkler;2009;2;3;total;total;word;low;18;20,00;12;NA;Winkler 2009 2 3 18;755
8;16;jod;Winkler;2009;2;3;total;total;word;low;18;30,00;13;NA;Winkler 2009 2 3 18;755
8;16;jod;Winkler;2009;2;3;total;total;word;low;18;32,00;14;NA;Winkler 2009 2 3 18;755
8;32;jod;Winkler;2009;2;3;total;total;word;low;18;20,00;15;NA;Winkler 2009 2 3 18;755
8;32;jod;Winkler;2009;2;3;total;total;word;low;18;32,00;16;NA;Winkler 2009 2 3 18;755
8;64;jod;Winkler;2009;2;3;total;total;word;low;18;32,00;17;NA;Winkler 2009 2 3 18;755
8;64;jod;Winkler;2009;2;3;total;total;word;low;18;32,00;18;NA;Winkler 2009 2 3 18;755
2;16;jof;Winkler;2009;2;3;total;total;image;low;19;4,00;1;NA;Winkler 2009 2 3 19;756
2;16;jof;Winkler;2009;2;3;total;total;image;low;19;2,00;2;NA;Winkler 2009 2 3 19;756
2;32;jof;Winkler;2009;2;3;total;total;image;low;19;3,00;3;NA;Winkler 2009 2 3 19;756
2;32;jof;Winkler;2009;2;3;total;total;image;low;19;2,00;4;NA;Winkler 2009 2 3 19;756
2;64;jof;Winkler;2009;2;3;total;total;image;low;19;3,00;5;NA;Winkler 2009 2 3 19;756
2;64;jof;Winkler;2009;2;3;total;total;image;low;19;2,00;6;NA;Winkler 2009 2 3 19;756
4;16;jof;Winkler;2009;2;3;total;total;image;low;19;3,00;7;NA;Winkler 2009 2 3 19;756
4;16;jof;Winkler;2009;2;3;total;total;image;low;19;3,00;8;NA;Winkler 2009 2 3 19;756
4;32;jof;Winkler;2009;2;3;total;total;image;low;19;4,00;9;NA;Winkler 2009 2 3 19;756
4;32;jof;Winkler;2009;2;3;total;total;image;low;19;2,00;10;NA;Winkler 2009 2 3 19;756
4;64;jof;Winkler;2009;2;3;total;total;image;low;19;3,00;11;NA;Winkler 2009 2 3 19;756
4;64;jof;Winkler;2009;2;3;total;total;image;low;19;3,00;12;NA;Winkler 2009 2 3 19;756
8;16;jof;Winkler;2009;2;3;total;total;image;low;19;6,00;13;NA;Winkler 2009 2 3 19;756
8;16;jof;Winkler;2009;2;3;total;total;image;low;19;2,00;14;NA;Winkler 2009 2 3 19;756
8;32;jof;Winkler;2009;2;3;total;total;image;low;19;7,00;15;NA;Winkler 2009 2 3 19;756
8;32;jof;Winkler;2009;2;3;total;total;image;low;19;6,00;16;NA;Winkler 2009 2 3 19;756
8;64;jof;Winkler;2009;2;3;total;total;image;low;19;5,00;17;NA;Winkler 2009 2 3 19;756
8;64;jof;Winkler;2009;2;3;total;total;image;low;19;7,00;18;NA;Winkler 2009 2 3 19;756
2;16;jod;Winkler;2009;2;3;total;total;image;low;19;25,00;1;NA;Winkler 2009 2 3 19;756
2;16;jod;Winkler;2009;2;3;total;total;image;low;19;16,00;2;NA;Winkler 2009 2 3 19;756
2;32;jod;Winkler;2009;2;3;total;total;image;low;19;20,00;3;NA;Winkler 2009 2 3 19;756
2;32;jod;Winkler;2009;2;3;total;total;image;low;19;18,00;4;NA;Winkler 2009 2 3 19;756
2;64;jod;Winkler;2009;2;3;total;total;image;low;19;16,00;5;NA;Winkler 2009 2 3 19;756
2;64;jod;Winkler;2009;2;3;total;total;image;low;19;24,00;6;NA;Winkler 2009 2 3 19;756
4;16;jod;Winkler;2009;2;3;total;total;image;low;19;28,00;7;NA;Winkler 2009 2 3 19;756
4;16;jod;Winkler;2009;2;3;total;total;image;low;19;17,00;8;NA;Winkler 2009 2 3 19;756
4;32;jod;Winkler;2009;2;3;total;total;image;low;19;30,00;9;NA;Winkler 2009 2 3 19;756
